,Lan,CUI,P,LUI,PF,SUI,name
1196849,ENG,C0220861,P,L0022160,PF,S0169895,isocitrate
1196894,ENG,C0220871,P,L0133797,PF,S0173685,linoleate
1196898,ENG,C0220873,P,L0024546,PF,S0175523,malate
1196900,ENG,C0220874,P,L0024572,PF,S1932039,Maleate
1196902,ENG,C0220875,P,L0024642,PF,S1932041,Malonate
1196906,ENG,C0220883,P,L0028625,PF,S0186810,nucleotidase
1196913,ENG,C0220884,P,L0142329,PF,S0700103,Oleate
1196942,ENG,C0220889,P,L0029989,PF,S0188719,oxaloacetate
1196944,ENG,C0220892,P,L0030842,PF,S0071612,Penicillin
1196953,ENG,C0220893,P,L0031452,PF,S0192359,phenylacetate
1196961,ENG,C0220894,P,L0145776,PF,S0193156,phthalate
1196985,ENG,C0220903,P,L0034140,PF,S0424680,purine
1197037,ENG,C0220914,P,L0037215,PF,S0735679,Sitosterol
1197045,ENG,C0220918,P,L0038617,PF,S0207342,succinate
1197060,ENG,C0220926,P,L0039887,PF,S0426478,thiocyanate
1202525,ENG,C0221950,P,L0003586,PF,S0356349,Apocrine sweat
1202533,ENG,C0221953,P,L0013493,PF,S0369800,Eccrine sweat
1210686,ENG,C0223762,P,L2857139,PF,S3560174,"Structure of articular surface, first metacarpal, of second metacarpal bone"
1210736,ENG,C0223770,P,L2857155,PF,S3560252,"Structure of articular surface, second metacarpal, of third metacarpal bone"
1210781,ENG,C0223778,P,L2857143,PF,S3560254,"Structure of articular surface, third metacarpal, of fourth metacarpal bone"
1210840,ENG,C0223787,P,L2857136,PF,S3560177,"Structure of articular surface, fourth metacarpal, of fifth metacarpal bone"
1211776,ENG,C0223991,P,L2857132,PF,S3562909,Structure of first metatarsal articular facet of second metatarsal bone
1211804,ENG,C0223997,P,L2857134,PF,S3569531,Structure of second metatarsal articular facet of third metatarsal bone
1211839,ENG,C0224005,P,L2857133,PF,S3571272,Structure of third metatarsal articular facet of fourth metatarsal bone
1211842,ENG,C0224006,P,L2857100,PF,S3571248,Structure of third cuneiform articular facet of fourth metatarsal bone
1211876,ENG,C0224014,P,L2857130,PF,S3563083,Structure of fourth metatarsal articular facet of fifth metatarsal bone
1212269,ENG,C0224097,P,L3083486,PF,S3545024,Skeletal muscle structure of head
1247584,ENG,C0229666,P,L0286364,PF,S0362108,Capillary blood
1254643,ENG,C0230878,P,L0276886,PF,S0362725,"Cell to cell relationship, characterized by cell contact, separation minimal or absent"
1256151,ENG,C0231226,P,L0215222,PF,S0874270,Exhausting
1258704,ENG,C0231791,P,L0040357,PF,S0409897,Toeing-in
1282315,ENG,C0237465,P,L0278605,PF,S0357074,Attitudes Toward Aging
1282402,ENG,C0237497,P,L0005929,PF,S4039436,Emotional bonding
1282885,ENG,C0237708,P,L0023629,PF,S11936064,school libraries
1283369,ENG,C0237856,P,L0317594,PF,S12085521,Scoring of tests
1291623,ENG,C0240220,P,L0023870,PF,S0700221,On lithium
1297336,ENG,C0242210,P,L0005455,PF,S0019034,Binding Proteins
1297355,ENG,C0242215,P,L0008317,PF,S0024820,Cholecalciferols
1298459,ENG,C0242373,P,L0023636,PF,S0384453,Licensing
1299110,ENG,C0242440,P,L0011752,PF,S0396663,Policy Development
1299463,ENG,C0242493,P,L0035682,PF,S0082972,RNA Precursor
1299677,ENG,C0242533,P,L0042696,PF,S0098418,Viomycins
1300380,ENG,C0242643,P,L0069906,PF,S0392646,P-Glycoprotein
1302433,ENG,C0242882,P,L0216165,PF,S0388205,"Monitoring, Ambulatory"
1304540,ENG,C0243098,P,L0016820,PF,S0373582,Funding
1305621,ENG,C0244104,P,L0034354,PF,S0198298,Pyruvate
1305672,ENG,C0244167,P,L0008230,PF,S0416520,chlorobenzene
1305993,ENG,C0244485,P,L0022248,PF,S0420904,isoquinoline
1306112,ENG,C0244602,P,L0020618,PF,S0420354,hypoglycin
1309027,ENG,C0247472,P,L0268975,PF,S0360149,CAP-1 protocol
1312999,ENG,C0251662,P,L0268140,PF,S0351516,"6-decyl-3-ethoxy-2-methoxy-5-methyl-1,4-benzoquinone"
1313065,ENG,C0251723,P,L2303953,PF,S2769168,"fu protein, Drosophila"
1313163,ENG,C0251821,P,L0055431,PF,S0416526,chlorophyll a'
1313468,ENG,C0252073,P,L0271321,PF,S0349950,"2-hydroxylamino-4,6-dinitrotoluene"
1313476,ENG,C0252080,P,L0299508,PF,S0418393,epiphisan
1318301,ENG,C0256159,P,L0760649,PF,S0415953,bufadienolide
1318805,ENG,C0256658,P,L0043951,PF,S0348710,"1,2-dipalmitoyl-3-succinylglycerol"
1319066,ENG,C0256906,P,L0158099,PF,S0427285,vinylsorb SS
1319213,ENG,C0257037,P,L0316527,PF,S0408779,TSOP protocol
1319473,ENG,C0257265,P,L0269980,PF,S0371772,FL 120C'
1319586,ENG,C0257354,P,L0268347,PF,S0351006,"4-methyl-1,2-benzoquinone"
1323004,ENG,C0260063,P,L0028701,PF,S11928430,practical nurses
1341583,ENG,C0264041,P,L0367853,PF,S0469075,Acute osteomyelitis of multiple sites
1346685,ENG,C0264925,P,L0371808,PF,S3477194,"Anterior fascicular block, posterior fascicular block AND incomplete right bundle branch block"
1383899,ENG,C0270557,P,L0369310,PF,S3465140,"Panic disorder with agoraphobia, mild agoraphobic avoidance AND moderate panic attacks"
1383928,ENG,C0270563,P,L0369312,PF,S3465146,"Panic disorder with agoraphobia, mild agoraphobic avoidance AND severe panic attacks"
1383934,ENG,C0270564,P,L0369315,PF,S3465157,"Panic disorder with agoraphobia, moderate agoraphobic avoidance AND severe panic attacks"
1383958,ENG,C0270569,P,L0369311,PF,S3465144,"Panic disorder with agoraphobia, mild agoraphobic avoidance AND panic attacks in partial remission"
1383963,ENG,C0270570,P,L0369314,PF,S3465155,"Panic disorder with agoraphobia, moderate agoraphobic avoidance AND panic attacks in partial remission"
1383968,ENG,C0270571,P,L0369317,PF,S3465166,"Panic disorder with agoraphobia, severe agoraphobic avoidance AND panic attacks in partial remission"
1383987,ENG,C0270575,P,L0369305,PF,S3465142,"Panic disorder with agoraphobia, mild agoraphobic avoidance AND panic attacks in full remission"
1383992,ENG,C0270576,P,L0369306,PF,S3465153,"Panic disorder with agoraphobia, moderate agoraphobic avoidance AND panic attacks in full remission"
1383997,ENG,C0270577,P,L0369308,PF,S3465164,"Panic disorder with agoraphobia, severe agoraphobic avoidance AND panic attacks in full remission"
1384002,ENG,C0270578,P,L0369307,PF,S3465131,"Panic disorder with agoraphobia, agoraphobic avoidance in partial remission AND panic attacks in full remission"
1395836,ENG,C0272444,P,L0391928,PF,S0492558,"Injury of hand, except finger"
1395839,ENG,C0272445,P,L0396681,PF,S0492566,Injury of hip and thigh
1395867,ENG,C0272447,P,L0371447,PF,S0492593,"Injury of knee, leg, ankle and foot"
1398704,ENG,C0272942,P,L0360865,PF,S3196943,Brain injury with open intracranial wound AND prolonged loss of consciousness (more than 24 hours) without return to pre-existing conscious level
1399110,ENG,C0273010,P,L0360872,PF,S3213047,Cerebellar contusion with open intracranial wound AND prolonged loss of consciousness (more than 24 hours) without return to pre-existing conscious level
1399155,ENG,C0273019,P,L0360862,PF,S3197009,Brain stem contusion with open intracranial wound AND prolonged loss of consciousness (more than 24 hours) without return to pre-existing conscious level
1399312,ENG,C0273046,P,L0360875,PF,S3213117,Cerebellar laceration with open intracranial wound AND prolonged loss of consciousness (more than 24 hours) without return to pre-existing conscious level
1399358,ENG,C0273055,P,L0360868,PF,S3197055,Brain stem laceration with open intracranial wound AND prolonged loss of consciousness (more than 24 hours) without return to pre-existing conscious level
1404487,ENG,C0274167,P,L0288219,PF,S3200582,Burn of foot
1404594,ENG,C0274193,P,L0378278,PF,S0473807,Burn of tongue
1441212,ENG,C0281398,P,L0031465,PF,S0526859,phenylbutyrate
1444770,ENG,C0282284,P,L0000501,PF,S0008482,4-Hydroxybenzoic Acids
1445234,ENG,C0282364,P,L0040153,PF,S0093682,Thyronine
1446770,ENG,C0282579,P,L0389380,PF,S0480409,DNA Footprinting
1447131,ENG,C0282613,P,L0011750,PF,S0481207,Developed Countries
1450782,ENG,C0286511,P,L0083486,PF,S0179753,MT 0703S
1452126,ENG,C0288156,P,L0260829,PF,S0493593,KF 17837S
1452258,ENG,C0288331,P,L0264109,PF,S5833272,BCL-Xs protein
1454438,ENG,C0290559,P,L0268717,PF,S5797724,amyloid beta-protein (40-1)
1454459,ENG,C0290574,P,L0083009,PF,S0524339,"inositol 4,5-bisphosphate 1-phosphorothioate"
1456389,ENG,C0292305,P,L0355891,PF,S0465927,"5-((3-methyl-1-indolizinyl)carbonyl)-4,5,6,7-tetrahydro-1H-benzimidazole hydrochloride"
1457774,ENG,C0293626,P,L0055831,PF,S0474420,CK 17
1458144,ENG,C0293937,P,L0046783,PF,S0465167,3-aminothymidine
1458277,ENG,C0294057,P,L5502253,PF,S6293508,protein kinase N1
1461989,ENG,C0297541,P,L0021188,PF,S0524275,indene
1461992,ENG,C0297542,P,L0021184,PF,S0524274,indan
1464718,ENG,C0300085,P,L0361125,PF,S0465890,"5,3'-dihydroxy-3,6,7,8,4'-pentamethoxyflavone"
1466585,ENG,C0301260,P,L0026864,PF,S0001075,Mushroom poison
1468442,ENG,C0301704,P,L0602444,PF,S0289674,phosphatidylserine
1469828,ENG,C0302016,P,L0572961,PF,S0666360,"Immunoglobulin, Fc' fragment"
1472423,ENG,C0302833,P,L0036372,PF,S0732886,School nurse
1472722,ENG,C0302923,P,L0031679,PF,S13493307,phosphonic acid
1479678,ENG,C0303790,P,L0453682,PF,S18525607,"1,1,2,2-tetrachloro-1,2- difluoroethane"
1479773,ENG,C0303836,P,L0006505,PF,S0606121,Butylamine
1481274,ENG,C0304227,P,L0033079,PF,S0397477,Prescription Drugs
1481424,ENG,C0304274,P,L0452074,PF,S0634768,"Drug solution, 1,0%"
1483303,ENG,C0304637,P,L0496796,PF,S0756953,Water in oil agent
1490673,ENG,C0308565,P,L0510830,PF,S0606388,C-D ANTITOXIN
1505356,ENG,C0312895,P,L0509652,PF,S0603708,Blood group antigen iH
1505374,ENG,C0312898,P,L0509658,PF,S0603712,Blood group antigen iP1
1505437,ENG,C0312907,P,L1224806,PF,S0603684,Blood group antigen c
1505527,ENG,C0312921,P,L0710179,PF,S0603624,Blood group antigen VS
1505542,ENG,C0312923,P,L0509435,PF,S0602882,Blood group antigen CE
1505564,ENG,C0312926,P,L0509435,PF,S3649023,Blood group antigen cE
1505772,ENG,C0312963,P,L0281362,PF,S0603732,Blood group antigen s
1505905,ENG,C0312983,P,L0484153,PF,S1443587,Blood group antigen M^A^
1505917,ENG,C0312986,P,L0281360,PF,S0603281,Blood group antigen M'
1505985,ENG,C0312997,P,L0509826,PF,S0602756,Blood group antigen 'N'
1506470,ENG,C0313092,P,L0507461,PF,S0602727,Blood group antibody iH
1506486,ENG,C0313095,P,L0507467,PF,S0602731,Blood group antibody iP1
1506639,ENG,C0313120,P,L0708313,PF,S0602643,Blood group antibody VS
1506652,ENG,C0313122,P,L0507244,PF,S0601905,Blood group antibody CE
1506678,ENG,C0313125,P,L0507244,PF,S3647196,Blood group antibody cE
1506718,ENG,C0313132,P,L0507043,PF,S0602114,Blood group antibody Hr B
1506912,ENG,C0313162,P,L0281255,PF,S0602750,Blood group antibody s
1507022,ENG,C0313182,P,L0484019,PF,S1443482,Blood group antibody M^A^
1509542,ENG,C0313671,P,L0510021,PF,S0603612,Blood group antigen Tx
1510005,ENG,C0313769,P,L0507830,PF,S0602631,Blood group antibody Tx
1510036,ENG,C0313778,P,L0484153,PF,S0602771,Blood group antigen A.M.
1510119,ENG,C0313807,P,L0005804,PF,S0602873,Blood group antigen By
1510610,ENG,C0313975,P,L0484135,PF,S1443568,Blood group antigen To^a^
1510633,ENG,C0313980,P,L0510021,PF,S0603610,Blood group antigen Ts
1510997,ENG,C0314134,P,L0484019,PF,S0601800,Blood group antibody A.M.
1511072,ENG,C0314163,P,L0281250,PF,S0601896,Blood group antibody By
1511556,ENG,C0314331,P,L0484001,PF,S1443455,Blood group antibody To^a^
1511576,ENG,C0314336,P,L0507830,PF,S0602629,Blood group antibody Ts
1511740,ENG,C0314399,P,L0281251,PF,S0602714,Blood group antibody h
1524742,ENG,C0316674,P,L3170023,PF,S3705462,Salmonella IIIb 35:(k):z
1525019,ENG,C0316726,P,L3170101,PF,S3705496,Salmonella IIIb 38:(k):z
1527026,ENG,C0317147,P,L3170529,PF,S3692368,Salmonella IIIb 48:(k):z53
1527235,ENG,C0317189,P,L3170661,PF,S3692405,Salmonella IIIb 50:(k):z
1527245,ENG,C0317191,P,L3170662,PF,S3692404,Salmonella IIIb 50:(k):z35
1537598,ENG,C0319645,P,L0026864,PF,S1647135,Poison mushroom
1544467,ENG,C0321782,P,L0579885,PF,S11062319,Gongylonema neoplastica
1589629,ENG,C0332159,P,L0405338,PF,S0739733,Struck by
1589938,ENG,C0332220,P,L0554013,PF,S0624950,Cross-linking
1590144,ENG,C0332272,P,L1226108,PF,S0600371,Better
1590200,ENG,C0332283,P,L0575119,PF,S0647940,Followed by
1590364,ENG,C0332311,P,L1223556,PF,S1063812,With time
1591043,ENG,C0332429,P,L0586234,PF,S0678842,Lymphoma stage IIIs
1591046,ENG,C0332430,P,L0586234,PF,S0678841,Lymphoma stage IIIe
1591049,ENG,C0332431,P,L0586234,PF,S0678843,Lymphoma stage IIIse
1592934,ENG,C0332799,P,L0217875,PF,S0634494,Draining wound
1594413,ENG,C0333116,P,L1223319,PF,S0721887,RETENTIONS AND CYSTS
1596691,ENG,C0333610,P,L0031906,PF,S0714305,Pigmented
1604467,ENG,C0334765,P,L0007980,PF,S0616265,Chemical engineer
1606580,ENG,C0335395,P,L0218576,PF,S0703943,Other guides
1608117,ENG,C0335912,P,L0552072,PF,S0623718,Cooper
1610324,ENG,C0336615,P,L0522155,PF,S0597789,Bed sheet
1610960,ENG,C0336766,P,L0159955,PF,S3407486,Matches
1611042,ENG,C0336789,P,L0248851,PF,S3229559,Combine
1611152,ENG,C0336814,P,L0039371,PF,S0744194,Taxi
1611756,ENG,C0336982,P,L0608835,PF,S0746789,Toboggan
1612544,ENG,C0337201,P,L0221140,PF,S0735595,Sinking
1619759,ENG,C0338804,P,L0367613,PF,S17241615,Acute exacerbation of chronic disorganized schizophrenia
1632165,ENG,C0341624,P,L0223854,PF,S0593052,Artificial limb fitter
1632273,ENG,C0341661,P,L1224200,PF,S0625135,Crusher
1637215,ENG,C0342603,P,L0489840,PF,S0725438,Respiratory acidosis and metabolic alkalosis
1644430,ENG,C0344220,P,L0220127,PF,S0735614,Sinus probing
1644842,ENG,C0344313,P,L0018501,PF,S0635311,Dyed hair
1644911,ENG,C0344323,P,L0218346,PF,S0647078,Flashing
1644936,ENG,C0344335,P,L0015665,PF,S6932259,Body Fat
1644960,ENG,C0344340,P,L0542289,PF,S0648319,Fostering of child
1644998,ENG,C0344349,P,L0302783,PF,S0648318,Fostered
1645241,ENG,C0344396,P,L0244762,PF,S0587810,Alpha-1 antitrypsin phenotype
1646486,ENG,C0344648,P,L0511313,PF,S0737028,Solitary pulmonary trunk with aortic atresia
1646716,ENG,C0344716,P,L0511781,PF,S0675560,Left atrial appendage - right - juxtaposition
1648397,ENG,C0345063,P,L0511183,PF,S0726481,Right aortic arch and left descending aorta
1664551,ENG,C0347983,P,L1222852,PF,S1300439,cells/L
1664604,ENG,C0347994,P,L0037612,PF,S0629566,Dental solder
1664696,ENG,C0348008,P,L0034638,PF,S0723027,Railroading
1664828,ENG,C0348042,P,L0484135,PF,S0602759,Blood group antigen A
1664890,ENG,C0348053,P,L0034646,PF,S0723119,Ramping
1665015,ENG,C0348085,P,L0079626,PF,S0739137,Stinging insect
1673610,ENG,C0349383,P,L0036497,PF,S0733196,Seasoning
1673936,ENG,C0349450,P,L0037592,PF,S0736927,Soiling
1703274,ENG,C0360835,P,L0013168,PF,S11871461,controlled drug
1713554,ENG,C0364571,P,L1494180,PF,S7446018,Homocystine:MCnc:Pt:Ser/Plas:Qn
1727437,ENG,C0368721,P,L1224805,PF,S0602801,Blood group antigen B
1728008,ENG,C0369012,P,L0533387,PF,S7417472,Complement C3d+G
1729044,ENG,C0369519,P,L0021210,PF,S7448519,Indicans
1729481,ENG,C0369773,P,L0281254,PF,S0977986,P Blood group antibodies
1730372,ENG,C0370188,P,L1224388,PF,S0602726,Blood group antibody i
1734650,ENG,C0371342,P,L0223836,PF,S1797005,Wedging of cast (except clubfoot casts)
1736171,ENG,C0371761,P,L0514745,PF,S0748110,Transposition and/or reimplantation; carotid to subclavian artery
1744584,ENG,C0373934,P,L0509025,PF,S0591155,Antibody; respiratory syncytial virus
1746958,ENG,C0375005,P,L0492356,PF,S0755916,"Viral hepatitis B without mention of hepatic coma, acute or unspecified, with hepatitis delta"
1749375,ENG,C0376180,P,L0017151,PF,S0043823,Gastrin
1749388,ENG,C0376182,P,L0061472,PF,S14005596,Glutamic Acids
1749584,ENG,C0376259,P,L0008852,PF,S0005628,Citrate
1749622,ENG,C0376261,P,L0022924,PF,S0172441,Lactate
1751628,ENG,C0376570,P,L0109621,PF,S0592431,Arrestins
1753410,ENG,C0377805,P,L0022984,PF,S0769416,laminine
1753645,ENG,C0378028,P,L0078078,PF,S0764424,"argipressin (4-9), (3-1')-disulfide Cys(6)-"
1758729,ENG,C0383243,P,L0053925,PF,S0596120,BOMES protocol
1760347,ENG,C0384797,P,L0465558,PF,S0576661,"2,2',6,6'-tetranitro-4,4'-azoxytoluene"
1760349,ENG,C0384799,P,L0465558,PF,S0576604,"2',4,6,6'-tetranitro-2,4'-azoxytoluene"
1760641,ENG,C0385088,P,L0454028,PF,S0579340,"8-hydroxy-1,3-dimethoxy-9,10-anthraquinone"
1761137,ENG,C0385559,P,L0093345,PF,S0575654,"1,2-dichloro-1,1,2-trifluoroethane"
1761242,ENG,C0385683,P,L0354885,PF,S0575631,"1,2,3,6-tetrahydro-4-(4-hydroxyphenyl)-1-((3-phenyl-3-cyclohexen-1-yl)methyl)pyridine"
1762203,ENG,C0386571,P,L0556541,PF,S0651047,GalNAc-G(D1a)(Neu5Gc-Neu5Ac)
1762378,ENG,C0386757,P,L0454672,PF,S0575697,"1,3-dibromo-2-propanol"
1769199,ENG,C0392213,P,L0032499,PF,S1089642,polyglutamates
1769201,ENG,C0392214,P,L0033474,PF,S0998922,Propionate
1770969,ENG,C0392577,P,L0181910,PF,S0246470,One eye: near-total vision impairment; other eye: normal vision
1771153,ENG,C0392613,P,L0187165,PF,S3306290,Extradural hemorrhage following injury without open intracranial wound AND with prolonged loss of consciousness (more than 24 hours) AND return to pre-existing conscious level
1771792,ENG,C0392761,P,L1223556,PF,S0746511,Timed
1771838,ENG,C0392773,P,L0503086,PF,S0589448,"Anastomosis, side to end"
1782004,ENG,C0395287,P,L0864357,PF,S0928226,Lateral rectus recession and medial rectus resection
1787775,ENG,C0396825,P,L0212544,PF,S1058287,Valves of heart and adjacent structures operations
1810231,ENG,C0403130,P,L1224166,PF,S3420974,Motor vehicle driver
1815830,ENG,C0404540,P,L0403775,PF,S0506789,Prolapse of vaginal walls without uterine prolapse
1835466,ENG,C0409766,P,L0702306,PF,S1060155,Villonodular synovitis of the ankle and foot
1847829,ENG,C0412815,P,L0391600,PF,S0504996,"Poisoning by erythromycin or other macrolide, NOS"
1849708,ENG,C0413352,P,L0235586,PF,S0283169,"Intersex surgery, female to male"
1855302,ENG,C0414288,P,L0835245,PF,S0881489,Fall on train
1855305,ENG,C0414289,P,L0835082,PF,S0881495,"Fall on train, unspecified person injured"
1855309,ENG,C0414290,P,L0835074,PF,S0881490,"Fall on train, other specified person injured"
1855321,ENG,C0414293,P,L0835079,PF,S0881491,"Fall on train, passenger injured"
1855325,ENG,C0414294,P,L0825523,PF,S0881494,"Fall on train, railway employee injured"
1855463,ENG,C0414327,P,L0834982,PF,S1048004,Train hit by falling object
1855840,ENG,C0414411,P,L0835196,PF,S0881036,Fall in road vehicle NEC
1855843,ENG,C0414412,P,L0672989,PF,S0796203,"Accident involving fall in road vehicle NEC, unspecified person injured"
1855848,ENG,C0414413,P,L0672987,PF,S0796201,"Accident involving fall in road vehicle NEC, other specified person injured"
1855853,ENG,C0414414,P,L0672986,PF,S0796200,"Accident involving fall in road vehicle NEC, occupant of tram injured"
1855858,ENG,C0414415,P,L0672988,PF,S0796202,"Accident involving fall in road vehicle NEC, pedestrian injured"
1856136,ENG,C0414472,P,L0365972,PF,S0948601,"Motor vehicle traffic accident involving collision with other vehicle NOS, other specified person injured"
1856141,ENG,C0414473,P,L0365974,PF,S0948605,"Motor vehicle traffic accident involving collision with other vehicle NOS, pedestrian injured"
1856146,ENG,C0414474,P,L0365917,PF,S0948604,"Motor vehicle traffic accident involving collision with other vehicle NOS, pedal cyclist injured"
1862312,ENG,C0415655,P,L0365783,PF,S0796143,"Accident involving animal being ridden NOS, unspecified person injured"
1862317,ENG,C0415656,P,L0365781,PF,S0796140,"Accident involving animal being ridden NOS, other specified person injured"
1873092,ENG,C0417880,P,L0674773,PF,S0797670,Accidentally struck by person NOS
1873220,ENG,C0417910,P,L0674708,PF,S0797669,Accidentally struck by pedestrian conveyance
1879622,ENG,C0419380,P,L1354277,PF,S1604138,Triplets - one live and two stillborn
1879656,ENG,C0419391,P,L1350070,PF,S1597203,One male and two female babies
1882351,ENG,C0420010,P,L0884586,PF,S1064683,Yaws screening
1882474,ENG,C0420038,P,L0815572,PF,S3271433,Ear disorder screening
1886620,ENG,C0421071,P,L0628086,PF,S1257972,Child 18 month examination NOS
1886657,ENG,C0421080,P,L0633508,PF,S1260250,Child 21 month examination NOS
1888297,ENG,C0421524,P,L1352137,PF,S1600802,Patient self-deregistration NOS
1888457,ENG,C0421593,P,L1351783,PF,S1600173,Coroner's postmortem report NOS
1888730,ENG,C0421737,P,L0626771,PF,S0879484,FP19 - TR > 15 days signed
1888731,ENG,C0421738,P,L0626770,PF,S0879485,FP19 - TR > 15 days to FPC
1888732,ENG,C0421739,P,L0626772,PF,S0879483,FP19 - TR > 15 days NOS
1889590,ENG,C0422107,P,L0648329,PF,S0898313,HO/RTS-7pm to 8am attend
1889688,ENG,C0422147,P,L0629017,PF,S0836202,Child at risk conf attend <1hr
1890137,ENG,C0422313,P,L0808434,PF,S1008325,Referred by dentist
1890239,ENG,C0422353,P,L0714036,PF,S0988926,Person made appointment NOS
1890847,ENG,C0422529,P,L0846697,PF,S3335263,"Geriatric screening - ""ghost"""
1895797,ENG,C0423824,P,L0027338,PF,S0819568,Bitten nails
1898705,ENG,C0424670,P,L0851492,PF,S1062680,Weight for height
1898827,ENG,C0424700,P,L0382810,PF,S0840406,Closure of fontanelle
1899020,ENG,C0424752,P,L0038992,PF,S0884036,Fever with sweating
1901802,ENG,C0425459,P,L0779984,PF,S1014776,Right side of chest moves less than left
1902840,ENG,C0425759,P,L0824328,PF,S0868195,Ejaculation without orgasm
1905017,ENG,C0426293,P,L0619800,PF,S0806849,Apgar at 5 minutes = 1
1905048,ENG,C0426305,P,L0618044,PF,S0806836,Apgar at 10 minutes = 1
1905056,ENG,C0426309,P,L0622032,PF,S0806841,Apgar at 10 minutes = 5
1910242,ENG,C0427649,P,L3068094,PF,S3637845,r phenotype (finding)
1910253,ENG,C0427652,P,L0776216,PF,S0826941,CDe genotype
1910255,ENG,C0427653,P,L0776216,PF,S0834239,CdE genotype
1910257,ENG,C0427654,P,L0776216,PF,S0834250,Cde genotype
1910259,ENG,C0427655,P,L0776216,PF,S1084641,cDE genotype
1910261,ENG,C0427656,P,L0776216,PF,S1084643,cDe genotype
1910263,ENG,C0427657,P,L0776216,PF,S1084797,cdE genotype
1910265,ENG,C0427658,P,L0776216,PF,S1084807,cde genotype
1910630,ENG,C0427740,P,L0887245,PF,S1056307,Urine urobilinogen = ++
1910632,ENG,C0427741,P,L0887245,PF,S1056308,Urine urobilinogen = +++
1910634,ENG,C0427742,P,L0887245,PF,S1056309,Urine urobilinogen = ++++
1910701,ENG,C0427754,P,L0862833,PF,S1056124,Urine ketone test = ++
1910704,ENG,C0427755,P,L0862833,PF,S1056125,Urine ketone test = +++
1910707,ENG,C0427756,P,L0862833,PF,S1056126,Urine ketone test = ++++
